20,successive,adj.,sequential,consecutive,serial,,연속적인,The successive victories won by the team qualified it for the national championship tournament.,그 팀의 연속적인 승리는 팀이 전국 선수권 대회 토너먼트에 참가할 수 있는 자격을 주었다.,
20,coating,n.,layer,film,,,"코팅, 칠",A chemical coating is applied to smartphone screens to make them more durable.,스마트폰의 화면을 더 튼튼하게 만들기 위해 화학 약품의 코팅이 입혀진다.,
20,resume,v.,restart,begin again,recommence,,다시 시작하다,The conference will resume after a short break for lunch.,학회는 점심 식사를 위한 짧은 휴식 후에 다시 시작할 것이다.,
20,dual,adj.,double,twofold,,,이중적인,"After the addition of the camera feature, many cellular phones began to serve a dual purpose.",카메라 기능 추가 후에 많은 휴대폰들이 이중적인 용도로 쓰이기 시작했다.,
20,composite,n.,mixture,compound,,,합성물,An alloy is a composite of metals joined together to form a new material.,합합금은 새로운 물질을 형성하기 위해 함께 합쳐진 금속물의 합성물이다.,
20,illuminate,v.,light,brighten,clarify,,"밝게 하다, 명확하게 하다","During the expedition deep into the forest, the explorers used lanterns to illuminate the way.","숲속을 깊이 탐험하는 동안, 탐험가들은 길을 밝히기 위해 손전등을 사용했다.",
20,allure,v.,attract,invite,appeal,lure,유혹하다,The beautiful Sirens in Greek mythology allured countless men and drove them to their death.,그리스 신화에 등장하는 아름다운 사이렌들은 수많은 남성들을 유혹하여 죽음으로 몰고 갔다.,
20,rekindle,v.,renew,arouse,reawaken,,"다시 불붙이다, 되살리다",Going to see a classical music concert rekindled Ben's love of the violin.,클래식 음악 연주회를 보러 간 것은 바이올린에 대한 Ben의 애정을 다시 불붙였다.,
20,devastation,n.,destruction,demolition,ruin,,파괴,The devastation of cities and villages is inevitable in wartime.,전시 중에 도시와 마을의 파괴는 불가피하다.,
20,tentative,adj.,uncertain,unsure,,,"불확실한, 일시적인","Though the results were tentative, the experiment seemed to promise a cure for the disease.","비록 결과가 불확실하긴 했지만, 그 실험은 그 질병에 대한 치료법을 찾아낸 듯했다.",
20,suppose,v.,assume,presume,surmise,,"추측하다, 가정하다","As Steve's wife didn't answer the phone, he supposed that she was out.",아내가 전화를 받지 않아서 Steve는 그녀가 외출했다고 추측했다.,
20,primitive,adj.,early,primeval,,,초기의,Most primitive cave paintings are representations of animals.,대부분의 초기 동굴 벽화는 동물을 묘사한 것이다.,
20,primitive,adj.,simple,rudimentary,,,"발달되지 않은, 원시적인",The tourist's primitive understanding of the language made it difficult for him to communicate with the locals.,그 여행객의 발달되지 않은 언어 이해력은 현지인들과의 의사소통을 어렵게 만들었다.,
20,interrupt,v.,break off,,,,중단시키다,Frequent technical problems with the computer equipment interrupted the flow of Charlie's presentation.,컴퓨터 장비의 잦은 기술적 문제들은 Charlie의 발표의 흐름을 중단시켰다.,
20,conform,v.,comply,obey,follow,,"따르다, 순응하다",Many companies expect their employees to conform to a strict dress code.,많은 회사들은 직원들이 엄격한 복장 규정들을 따르기를 원한다.,
20,combine,v.,incorporate,mix,unite,,결합시키다,The artist combined rich colors and interesting patterns in his work.,그 화가는 그의 작품에서 풍부한 색감과 흥미로운 패턴을 결합시켰다.,
20,terminal,adj.,final,last,,,"마지막의, 종점의",All passengers are required to get off the train at the terminal station.,마지막 역에서는 모든 승객들이 기차에서 내려야 한다.,
20,point out,phr.,state,indicate,show,,"지적하다, 언급하다",The article pointed out that more funding is needed for public education.,그 기사는 공교육을 위해 더 많은 자금이 필요하다고 지적했다.,
21,flourish,v.,thrive,prosper,blossom,do well,번창하다,Watercolor painting began to flourish in Britain around 1750.,수채화는 1750년경에 영국에서 번창하기 시작했다.,
21,dissipate,v.,disperse,scatter,,,"흩뜨리다, 흩어지다",The wind dissipated the pollen over a distance of hundreds of meters.,바람이 꽃가루를 수백 미터 이상의 먼 거리까지 흩뜨렸다.,
21,profound,adj.,great,significant,,,"엄청난, 큰",Carson has a profound sense of responsibility for the zoo animals' welfare.,Carson은 동물원 동물들의 복지에 엄청난 책임감을 가지고 있다.,
21,profound,adj.,deep,fundamental,,,"깊은, 심오한","Rene Descartes made the profound philosophical statement ""I think, therefore I am.""",르네 데카르트는 '나는 생각한다. 고로 존재한다'라는 심오한 철학적 표현을 했다.,
21,profound,adj.,far-reaching,,,,"폭넓은, 광범위한",The discovery of X-rays in the late nineteenth century had profound implications for medicine.,19세기 말 엑스선의 발견은 의학에 폭넓은 영향을 주었다.,
21,intriguing,adj.,interesting,fascinating,,,매우 흥미로운,It is intriguing that the universe's largest black hole does not swallow nearby stars and planets.,우주의 가장 큰 블랙홀이 가까이에 있는 별들과 행성들을 빨아들이지 않는다는 것은 매우 흥미롭다.,
21,considerably,adv.,significantly,appreciably,fairly,,상당히,A considerably large number of deaths due to influenza were recorded in the 19200s.,외관상 상당히 많은 사망자 수가 1920년대에 기록되었다.,
21,ingenuity,n.,creativeness,inventiveness,cleverness,,"창의력, 독창성",Thomas Edison was a man of extraordinary ingenuity.,토마스 에디슨은 비상한 창의력을 가진 사람이었다.,
21,conquer,v.,defeat,prevail,triumph,,"이기다, 정복하다",The Spartans were so well-trained that they easily conquered most of their opponents.,스파르타인들은 매우 잘 훈련되어서 그들의 적수 대부분을 쉽게 이겼다.,
21,fragment,n.,piece,flake,particle,part,"조각, 부분",Detectives found a fragment of glass which would later help them solve the crime.,형사들은 나중에 범죄를 해결하는 데 도움이 될 유리 조각을 발견했다.,
21,fragment,v.,break apart,shatter,divide,,산산이 부수다,Financial troubles and domestic violence are all issues that can fragment a family.,재정적 어려움과 가정 폭력은 모두 한 가정을 산산이 부술 수 있는 문제이다.,
21,spell,n.,a certain period of time,,,,"한동안, 잠깐",Contestants should be allowed to rest for a spell after completing a difficult exam.,학생들이 어려운 시험을 끝내고 난 뒤에 한동안 쉬도록 허용되어야 한다.,
21,facet,n.,aspect,phase,,,"측면, 양상","All individuals show different facets of their personalities, depending on who their audience is.",모든 사람들은 듣는 이가 누구냐에 따라 자신의 성격의 다른 측면들을 보여준다.,
21,mundane,adj.,ordinary,banal,commonplace,,"일상적인, 평범한",Kelly believes that mundane activities such as cooking and cleaning are a waste of time.,Kelly는 요리나 청소와 같은 일상적인 활동들이 시간 낭비라고 생각한다.,
21,dense,adj.,crowded,thick,compact,,밀집한,The dense vegetation of the Amazon rainforest makes it difficult to travel on foot.,아마존 우림의 밀집한 초목은 그곳을 도보로 여행하기 힘들게 만든다.,
21,random,adj.,unplanned,unpredictated,chance,,"무작위의, 우연한",The most common personality disorders frequently include mood swings and random behavior.,가장 흔한 인격 장애는 흔히 감정의 기복과 무작위적인 행동을 포함한다.,
21,mere,adj.,nothing more than,insignificant,,,단지 ~에 불과한,"The stock market gained a mere one percent for the entire year, causing investors to look elsewhere for profits.",주식 시장은 한 해 동안 단지 1퍼센트에 불과한 수익을 올려서 투자자들이 수익을 올릴 다른 곳을 찾도록 만들었다.,
21,persistence,n.,continuation,ceaselessness,,,"지속, 버팀",The persistence of economic growth in the country has improved its standard of living.,경제적 성장의 지속이 그 나라의 생활 수준을 향상시켰다.,
21,intrusive,adj.,interfering,meddlesome,,,"개입하는, 참견하는",Some learning experts believe that child education should be less intrusive.,몇몇 학습 전문가들은 아동 교육이 덜 개입적이어야 한다고 생각한다.,
21,culminate in,phr.,reach completion in,reach the highest point in,,,~에서 절정에 달하다,"T.S. Eliot's ideas about poetry culminated in his masterpiece, The Waste Land.",시에 대한 T.S. 엘리엇의 아이디어는 그의 걸작인 '황무지'에서 절정에 달했다.,
21,stabilize,v.,hold in place,support,,,"안정시키다, 고정하다",The damaged ceiling was stabilized by the addition of temporary support beams.,임시 지지대를 추가함으로써 손상된 천장이 고정되었다.,
21,prompt,v.,cause,bring about,induce,stimulate,"유발하다, 자극하다",The increase in college fees prompted an angry response from students.,대학 등록금 인상은 학생들의 성난 반응을 유발했다.,
21,distinction,n.,difference,divergence,contrast,,"차이, 대조",Dickinson identifies an important distinction between rights and duties.,디킨슨은 권리와 의무 사이의 중요한 차이를 논한다.,
21,constant,adj.,unchangeable,steady,stationary,,"변함없는, 일정한","The first treadmills operated at constant speeds, but newer models have multiple speeds.","최초의 러닝머신은 일정한 속도로만 작동했지만, 새로운 모델들은 다양한 속도를 가지고 있다.",
21,appreciation,n.,understanding,comprehension,,,이해,Everyone's appreciation of modern art increased after the lecture.,강의 후에 모든 사람들의 현대 미술에 대한 이해가 증진되었다.,
21,sophistication,n.,expertise,,,,고도의 지식,Daniel's level of sophistication in technology surpasses those of other experts in the field.,과학 기술에서 Daniel의 지식 수준은 그 분야의 다른 전문가들을 능가한다.,
21,pronouncement,n.,statement,declaration,proclamation,,"발표, 선언",The press conference concluded with the mayor's pronouncement about his decision to step down from office.,기자회견은 시장의 퇴임 결정에 대한 발표로 마무리됐다.,
